input_name,normalized_name,medical_store_id
"VISHWAS SARVAJANIK M.S.[CT] MAVDI, RAJKOT, RAJKOT",vishwas sarvajanik m s ct mavdi rajkot rajkot,e741f436-91d3-4726-ab61-0e700e284ec5
"VIVEK MED.STORES mavdi, RAJKOT, RAJKOT",vivek med stores mavdi rajkot rajkot,5ccbfed5-1c04-4174-ad6f-eaa27723ee3a
VIVEK MEDICAL STORES(GOKULDHAM,vivek medical stores gokuldham,552e96a8-6ff3-48f3-acec-8fae25a24363
"VIVEK PHARMACY [DT] AST, RAJKOT, RAJKOT",vivek pharmacy dt ast rajkot rajkot,7e1ea995-fe95-43de-baad-e21676074033
"VIVEK PHARMACY-AMIN MARG V.N, RAJKOT, RAJKOT",vivek pharmacy amin marg v n rajkot rajkot,13faefff-4d8f-4bcb-b632-6c1b93414a36
"VIVEK PHARMACY-AMIN V.N, RAJKOT, RAJKOT",vivek pharmacy amin v n rajkot rajkot,13faefff-4d8f-4bcb-b632-6c1b93414a36
VYANKTESH MEDICAL STORE,vyanktesh medical store,b83e8319-4475-4d0b-b0ea-85e5afac25d4
"WELCOME PHARMACY [DT] S.K., RAJKOT, RAJKOT",welcome pharmacy dt s k rajkot rajkot,cab0f877-6339-40f1-bfb4-8accaa14c3aa
"WELL-COME PHARMCY pedakrod, RAJKOT, RAJKOT",well come pharmcy pedakrod rajkot rajkot,0e229973-7e02-4df4-b62c-26a55e9b0dab
"WELLNESS BIOSCIENCES PUR (M), RAJKOT, RAJKOT",wellness biosciences pur m rajkot rajkot,8dd74f21-c654-4940-82d5-ae55b109051b
"WELLNESS MEDICINE RAILNAGAR, RAJKOT, RAJKOT",wellness medicine railnagar rajkot rajkot,b2d90d30-0cd7-48f3-a2fe-c7d12ecf3440
"X Y Z MEDICAL STORE - MORBI ROAD, RAJKOT, RAJKOT",x y z medical store morbi road rajkot rajkot,8c13fba0-e3e4-4d33-98c8-a73af589b03e
"YAMUNA MEDICO [CT] CHK, RAJKOT, RAJKOT",yamuna medico ct chk rajkot rajkot,28ce7924-510d-4225-9b5b-202f36560fbd
"YAMUNA MEDICO moti tanki, RAJKOT, RAJKOT",yamuna medico moti tanki rajkot rajkot,eafdea91-ab8e-45a4-82d1-30cc618f5a73
"YAMUNAJI ENTERPRISE, RAJKOT, RAJKOT",yamunaji enterprise rajkot rajkot,33f8b477-f2ac-4f31-b6f5-7d28a086897b
"YASH M STORE [DT] CHK, RAJKOT, RAJKOT",yash m store dt chk rajkot rajkot,98b9ab1b-934f-4ca5-abff-29f008d11c2a
YASH MEDICAL STORE,yash medical store,bb8a9b51-a81a-44e1-959b-930ddcbd162f
YASH MEDICAL STORE 0334,yash medical store 0334,bb8a9b51-a81a-44e1-959b-930ddcbd162f
YASH MEDICAL STORES,yash medical stores,5423372b-410d-4168-b4d5-5bf1765e75da
"YASH MEDICAL STORES M.T., RAJKOT, RAJKOT",yash medical stores m t rajkot rajkot,7a6eb907-102c-44b8-accc-e6b60cb2a490
"YASH PHARMACY - MAVDI-2, RAJKOT, RAJKOT",yash pharmacy mavdi 2 rajkot rajkot,681795ee-9ee7-4646-88ab-3c7bc2443591
"YASH PHARMACY [DT] MAVDI, RAJKOT, RAJKOT",yash pharmacy dt mavdi rajkot rajkot,09db17a5-90a1-4359-9f72-37e255f337ea
"YUVRAJ MED STORE [CT] KO.RD, RAJKOT, RAJKOT",yuvraj med store ct ko rd rajkot rajkot,6863f5d5-5eb2-4f2b-91e1-f4feed5503c7
"Z.ATREY MEDICINS KALAVAD ROAD, RAJKOT, RAJKOT",z atrey medicins kalavad road rajkot rajkot,863204cf-3933-49a4-a8a9-b1f5984422a0
"Z.DR.A.H.POPTANI V.N., RAJKOT, RAJKOT",z dr a h poptani v n rajkot rajkot,9fb8cad7-f534-49b0-b648-26af2a33a454
"Z.ONLYMED PHARMACY- S.T., RAJKOT, RAJKOT",z onlymed pharmacy s t rajkot rajkot,d3cbac46-cfbc-4b83-8b70-95c33ddda3e1
"Z.SHREE DATT KRUPA MEDICAL&GENERAL, RAJKOT, RAJKOT",z shree datt krupa medical general rajkot rajkot,5e8644a3-25df-459e-9e16-3523a3a59721
"Z.TULSI MEDICINES - RAIYA, RAJKOT, RAJKOT",z tulsi medicines raiya rajkot rajkot,f290157a-62d9-4fd4-8759-b3944f6b0a38
"Z.YAMUNA MEDICO moti tanki, RAJKOT, RAJKOT",z yamuna medico moti tanki rajkot rajkot,eafdea91-ab8e-45a4-82d1-30cc618f5a73
"ZINZURAJ MEDICAL STORE 6, RAJKOT, RAJKOT",zinzuraj medical store 6 rajkot rajkot,7e7c88fe-5313-40d6-984e-cc03930ca4eb
